id,sales_date,producto,cantidad,precio_unitario,sales_amount
1094,2025-05-26,Tornillos (caja),1,1200,1123.7
1095,2025-05-26,Sierra,5,5800,27381.19
1096,2025-05-26,Tornillos (caja),1,1200,1304.81
1097,2025-05-27,Sierra,1,5800,5496.08
1098,2025-05-27,Sierra,2,5800,11915.95
1099,2025-05-27,Destornillador,3,1800,5342.36
1100,2025-05-27,Llave inglesa,2,3500,6649.36
1101,2025-05-27,Destornillador,3,1800,5137.19
1102,2025-05-28,Martillo,1,4500,4397.34
1103,2025-05-28,Cinta métrica,2,1500,3230.73
1104,2025-05-28,Nivel,4,4200,16300.14
1105,2025-05-28,Cinta métrica,1,1500,1598.64
1106,2025-05-29,Pinza,2,2200,4357.13
1107,2025-05-29,Martillo,3,4500,12204.21
1108,2025-05-29,Llave inglesa,1,3500,3201.94
1109,2025-05-29,Taladro,4,35000,130505.33
1110,2025-05-29,Destornillador,5,1800,9795.3
1111,2025-05-29,Destornillador,3,1800,5501.55
1112,2025-05-29,Tornillos (caja),4,1200,4996.32
1113,2025-05-29,Cinta métrica,2,1500,3064.39
1114,2025-05-29,Cinta métrica,2,1500,2732.13
1115,2025-05-29,Sierra,2,5800,12700.6
1116,2025-05-29,Cinta métrica,5,1500,7833.06
1117,2025-05-29,Clavos (kg),3,2800,8669.8
1118,2025-05-30,Pinza,1,2200,2001.84
1119,2025-05-30,Tornillos (caja),5,1200,6407.83
1120,2025-05-30,Taladro,1,35000,34025.8
1121,2025-05-30,Cinta métrica,1,1500,1438.36
1122,2025-05-30,Tornillos (caja),4,1200,4511.69
1123,2025-05-30,Martillo,2,4500,8407.5
1124,2025-05-30,Llave inglesa,1,3500,3481.5
1125,2025-05-31,Llave inglesa,4,3500,13918.64
1126,2025-05-31,Llave inglesa,1,3500,3599.31
1127,2025-05-31,Cinta métrica,2,1500,2922.61
1128,2025-05-31,Cinta métrica,3,1500,4217.92
1129,2025-06-01,Llave inglesa,4,3500,13902.16
1130,2025-06-01,Pinza,3,2200,6684.81
1131,2025-06-01,Taladro,1,35000,32099.95
1132,2025-06-02,Clavos (kg),4,2800,12254.38
1133,2025-06-02,Tornillos (caja),2,1200,2425.73
1134,2025-06-02,Cinta métrica,5,1500,7377.95
1135,2025-06-02,Clavos (kg),4,2800,11362.88
1136,2025-06-02,Pinza,4,2200,8445.98
1137,2025-06-02,Cinta métrica,1,1500,1500.63
1138,2025-06-02,Clavos (kg),5,2800,14497.1
1139,2025-06-02,Tornillos (caja),2,1200,2217.74
1140,2025-06-03,Taladro,2,35000,76610.31
1141,2025-06-03,Pinza,2,2200,3997.55
1142,2025-06-03,Destornillador,4,1800,6770.76
1143,2025-06-03,Taladro,5,35000,166526.02
1144,2025-06-03,Destornillador,1,1800,1759.72
1145,2025-06-03,Cinta métrica,5,1500,7239.19
1146,2025-06-03,Llave inglesa,5,3500,17353.55
1147,2025-06-03,Martillo,5,4500,22894.09
1148,2025-06-03,Cinta métrica,1,1500,1474.33
1149,2025-06-03,Taladro,5,35000,178077.69
1150,2025-06-04,Destornillador,5,1800,9503.18
1151,2025-06-04,Llave inglesa,5,3500,18830.48
1152,2025-06-04,Cinta métrica,3,1500,4394.74
1153,2025-06-04,Nivel,5,4200,21457.64
1154,2025-06-05,Taladro,3,35000,102962.45
1155,2025-06-05,Tornillos (caja),5,1200,6216.98
1156,2025-06-05,Cinta métrica,1,1500,1468.74
1157,2025-06-06,Pinza,1,2200,2308.13
1158,2025-06-06,Llave inglesa,3,3500,9492.49
1159,2025-06-06,Llave inglesa,3,3500,10038.73
1160,2025-06-06,Nivel,1,4200,4596.9
1161,2025-06-06,Pinza,2,2200,4224.42
1162,2025-06-06,Nivel,3,4200,12018.94
1163,2025-06-06,Cinta métrica,5,1500,7718.33
1164,2025-06-06,Pinza,4,2200,8292.05
1165,2025-06-07,Nivel,5,4200,22542.19
1166,2025-06-07,Martillo,5,4500,23811.71
1167,2025-06-07,Destornillador,3,1800,5626.33
1168,2025-06-07,Cinta métrica,2,1500,3168.31
1169,2025-06-07,Clavos (kg),5,2800,12681.05
1170,2025-06-07,Pinza,2,2200,4696.54
1171,2025-06-07,Pinza,1,2200,2180.84
1172,2025-06-07,Sierra,2,5800,11075.63
1173,2025-06-07,Nivel,5,4200,20567.16
1174,2025-06-08,Martillo,2,4500,8770.44
1175,2025-06-08,Tornillos (caja),4,1200,4490.48
1176,2025-06-08,Nivel,5,4200,21215.6
1177,2025-06-08,Sierra,2,5800,12383.36
1178,2025-06-09,Destornillador,3,1800,4889.65
1179,2025-06-09,Martillo,2,4500,9636.88
1180,2025-06-09,Pinza,2,2200,4529.69
1181,2025-06-09,Pinza,3,2200,6800.1
1182,2025-06-09,Clavos (kg),1,2800,3004.19
1183,2025-06-09,Martillo,4,4500,19481.46
1184,2025-06-09,Taladro,5,35000,185530.27
1185,2025-06-10,Llave inglesa,5,3500,18567.8
1186,2025-06-10,Llave inglesa,3,3500,10339.99
1187,2025-06-10,Cinta métrica,3,1500,4463.1
1188,2025-06-10,Pinza,4,2200,8451.78
1189,2025-06-10,Clavos (kg),5,2800,13712.03
1190,2025-06-10,Destornillador,1,1800,1804.14
1191,2025-06-11,Clavos (kg),5,2800,14305.34
1192,2025-06-11,Llave inglesa,1,3500,3487.22
1193,2025-06-11,Sierra,3,5800,17889.27
1194,2025-06-11,Llave inglesa,3,3500,10827.85
1195,2025-06-11,Llave inglesa,2,3500,6509.9
1196,2025-06-11,Pinza,1,2200,2334.39
1197,2025-06-11,Tornillos (caja),4,1200,4954.11
1198,2025-06-11,Taladro,1,35000,36087.8
1199,2025-06-12,Llave inglesa,4,3500,13732.88
1200,2025-06-12,Martillo,5,4500,23436.31
1201,2025-06-12,Tornillos (caja),2,1200,2324.72
1202,2025-06-12,Pinza,5,2200,11304.29
1203,2025-06-12,Nivel,3,4200,12618.43
1204,2025-06-12,Taladro,5,35000,163839.76
1205,2025-06-12,Destornillador,4,1800,6664.24
1206,2025-06-13,Clavos (kg),2,2800,6100.55
1207,2025-06-13,Sierra,1,5800,5477.81
1208,2025-06-13,Pinza,3,2200,6495.02
1209,2025-06-13,Sierra,3,5800,16566.75
1210,2025-06-13,Llave inglesa,4,3500,14983.4
1211,2025-06-13,Nivel,1,4200,4507.77
1212,2025-06-13,Tornillos (caja),5,1200,6533.16
1213,2025-06-14,Nivel,2,4200,8400.8
1214,2025-06-14,Cinta métrica,5,1500,7197.53
1215,2025-06-14,Martillo,2,4500,8347.26
1216,2025-06-14,Pinza,3,2200,6480.13
1217,2025-06-15,Nivel,2,4200,8091.52
1218,2025-06-15,Taladro,1,35000,34913.07
1219,2025-06-15,Taladro,3,35000,107824.48
1220,2025-06-15,Martillo,4,4500,17184.7
1221,2025-06-15,Taladro,5,35000,184256.93
1222,2025-06-15,Nivel,1,4200,3888.7
1223,2025-06-15,Cinta métrica,4,1500,5884.07
1224,2025-06-15,Nivel,4,4200,15135.69
1225,2025-06-15,Clavos (kg),2,2800,5858.34
1226,2025-06-15,Martillo,3,4500,14193.49
1227,2025-06-15,Clavos (kg),2,2800,5060.07
1228,2025-06-15,Martillo,2,4500,8507.28
1229,2025-06-16,Llave inglesa,2,3500,6443.79
1230,2025-06-16,Clavos (kg),5,2800,13457.12
1231,2025-06-16,Destornillador,1,1800,1727.35
1232,2025-06-16,Llave inglesa,4,3500,14637.93
1233,2025-06-16,Tornillos (caja),5,1200,5805.4
1234,2025-06-16,Taladro,3,35000,115418.92
1235,2025-06-16,Nivel,3,4200,13230.29
1236,2025-06-16,Taladro,4,35000,126535.49
1237,2025-06-17,Taladro,2,35000,73277.07
1238,2025-06-17,Tornillos (caja),5,1200,5602.78
1239,2025-06-17,Sierra,1,5800,5655.22
1240,2025-06-17,Llave inglesa,5,3500,17930.97
1241,2025-06-17,Tornillos (caja),1,1200,1238.87
1242,2025-06-17,Martillo,1,4500,4670.77
1243,2025-06-18,Nivel,4,4200,15535.28
1244,2025-06-18,Llave inglesa,4,3500,14565.23
1245,2025-06-18,Pinza,1,2200,2112.49
1246,2025-06-18,Destornillador,5,1800,8585.96
1247,2025-06-18,Tornillos (caja),2,1200,2361.04
1248,2025-06-18,Destornillador,5,1800,9393.78
1249,2025-06-18,Destornillador,3,1800,4983.13
1250,2025-06-18,Destornillador,4,1800,6766.05
1251,2025-06-18,Pinza,3,2200,7037.58
1252,2025-06-19,Sierra,4,5800,22250.43
1253,2025-06-19,Martillo,5,4500,22483.6
1254,2025-06-19,Pinza,4,2200,8501.86
1255,2025-06-19,Martillo,1,4500,4654.47
1256,2025-06-19,Destornillador,5,1800,9304.24
1257,2025-06-19,Taladro,1,35000,36956.68
1258,2025-06-20,Destornillador,3,1800,5555.88
1259,2025-06-20,Nivel,3,4200,12005.6
1260,2025-06-20,Martillo,1,4500,4781.86
1261,2025-06-20,Martillo,3,4500,13122.58
1262,2025-06-21,Cinta métrica,1,1500,1378.5
1263,2025-06-21,Martillo,1,4500,4816.8
1264,2025-06-21,Taladro,3,35000,102008.08
1265,2025-06-21,Nivel,5,4200,20026.9
1266,2025-06-21,Destornillador,3,1800,5740.16
1267,2025-06-21,Taladro,1,35000,34305.44
1268,2025-06-21,Nivel,3,4200,13445.99
1269,2025-06-21,Nivel,4,4200,17300.12
1270,2025-06-22,Destornillador,2,1800,3741.24
1271,2025-06-22,Martillo,2,4500,8286.68
1272,2025-06-22,Tornillos (caja),4,1200,5090.17
1273,2025-06-22,Nivel,2,4200,8587.02
1274,2025-06-22,Sierra,5,5800,26267.13
1275,2025-06-23,Nivel,4,4200,15499.47
1276,2025-06-23,Cinta métrica,4,1500,5455.17
1277,2025-06-23,Llave inglesa,3,3500,9475.96
1278,2025-06-23,Clavos (kg),5,2800,14626.57
1279,2025-06-23,Pinza,3,2200,6625.21
1280,2025-06-24,Destornillador,4,1800,7432.87
1281,2025-06-24,Pinza,4,2200,8528.52
1282,2025-06-24,Cinta métrica,2,1500,3203.42
1283,2025-06-24,Clavos (kg),5,2800,12752.79
1284,2025-06-24,Taladro,5,35000,187209.6
1285,2025-06-24,Nivel,2,4200,7685.77
1286,2025-06-24,Nivel,3,4200,11947.05
1287,2025-06-24,Llave inglesa,1,3500,3504.85
1288,2025-06-24,Clavos (kg),4,2800,10983.34
1289,2025-06-24,Pinza,1,2200,2182.0
1290,2025-06-24,Tornillos (caja),4,1200,4404.5
1291,2025-06-24,Nivel,4,4200,16181.97
1292,2025-06-25,Martillo,1,4500,4413.1
1293,2025-06-25,Martillo,5,4500,22720.94
1294,2025-06-25,Destornillador,5,1800,9833.71
1295,2025-06-25,Llave inglesa,5,3500,17718.16
1296,2025-06-25,Nivel,3,4200,12255.62
1297,2025-06-25,Martillo,2,4500,9619.77
1298,2025-06-25,Sierra,5,5800,30551.02
1299,2025-06-25,Tornillos (caja),4,1200,5007.99
1300,2025-06-25,Sierra,4,5800,21409.07
1301,2025-06-25,Pinza,1,2200,2130.2
1302,2025-06-26,Clavos (kg),5,2800,13646.89
1303,2025-06-26,Destornillador,1,1800,1942.88
1304,2025-06-26,Nivel,2,4200,8940.69
1305,2025-06-26,Cinta métrica,1,1500,1426.29
1306,2025-06-26,Pinza,2,2200,4066.26
1307,2025-06-26,Cinta métrica,2,1500,2974.23
1308,2025-06-26,Pinza,3,2200,6082.25
1309,2025-06-27,Martillo,5,4500,20804.49
1310,2025-06-27,Nivel,4,4200,17332.41
1311,2025-06-27,Clavos (kg),2,2800,6119.52
1312,2025-06-27,Martillo,5,4500,23562.96
1313,2025-06-27,Clavos (kg),4,2800,11958.95
1314,2025-06-27,Nivel,5,4200,22180.54
1315,2025-06-27,Taladro,5,35000,163577.76
1316,2025-06-27,Taladro,1,35000,34211.84
1317,2025-06-27,Tornillos (caja),5,1200,6459.24
1318,2025-06-28,Cinta métrica,4,1500,6575.4
1319,2025-06-28,Pinza,3,2200,6465.19
1320,2025-06-28,Sierra,3,5800,17235.9
1321,2025-06-28,Taladro,2,35000,68778.44
1322,2025-06-28,Clavos (kg),3,2800,8976.37
1323,2025-06-28,Clavos (kg),3,2800,8755.95
1324,2025-06-28,Clavos (kg),2,2800,5265.0
1325,2025-06-28,Tornillos (caja),3,1200,3734.36
1326,2025-06-28,Taladro,2,35000,70054.51
1327,2025-06-28,Sierra,1,5800,6102.5
1328,2025-06-28,Clavos (kg),4,2800,11385.49
1329,2025-06-29,Clavos (kg),3,2800,9034.16
1330,2025-06-29,Cinta métrica,1,1500,1506.82
1331,2025-06-29,Martillo,4,4500,16723.18
1332,2025-06-29,Martillo,2,4500,8580.56
1333,2025-06-29,Taladro,3,35000,108851.2
1334,2025-06-29,Taladro,1,35000,36334.16
1335,2025-06-29,Llave inglesa,2,3500,7355.03
1336,2025-06-29,Martillo,3,4500,14347.87
1337,2025-06-29,Destornillador,5,1800,9662.46
1338,2025-06-30,Pinza,5,2200,10755.55
1339,2025-06-30,Clavos (kg),3,2800,8724.13
1340,2025-06-30,Martillo,4,4500,17595.2
1341,2025-06-30,Sierra,5,5800,26412.05
1342,2025-06-30,Llave inglesa,2,3500,7168.79
1343,2025-06-30,Nivel,2,4200,9091.3
1344,2025-06-30,Sierra,5,5800,29270.37
1345,2025-06-30,Tornillos (caja),2,1200,2532.55
1346,2025-06-30,Pinza,3,2200,6532.44
1347,2025-06-30,Destornillador,2,1800,3932.98
1348,2025-06-30,Clavos (kg),1,2800,2731.23
1349,2025-07-01,Llave inglesa,5,3500,16674.84
1350,2025-07-01,Taladro,5,35000,187110.5
1351,2025-07-01,Martillo,3,4500,13409.09
1352,2025-07-01,Taladro,1,35000,32575.92
1353,2025-07-01,Sierra,5,5800,26394.96
1354,2025-07-01,Tornillos (caja),3,1200,3593.2
1355,2025-07-01,Tornillos (caja),5,1200,5829.7
1356,2025-07-01,Sierra,5,5800,27375.78
1357,2025-07-01,Taladro,5,35000,159886.18
1358,2025-07-02,Taladro,4,35000,141206.24
1359,2025-07-02,Cinta métrica,1,1500,1454.82
1360,2025-07-02,Pinza,3,2200,6377.01
1361,2025-07-02,Llave inglesa,2,3500,7630.43
1362,2025-07-02,Tornillos (caja),5,1200,5969.83
1363,2025-07-02,Clavos (kg),1,2800,2584.24
1364,2025-07-02,Sierra,4,5800,21995.21
1365,2025-07-02,Tornillos (caja),5,1200,5692.59
1366,2025-07-02,Martillo,3,4500,13179.71
1367,2025-07-02,Destornillador,4,1800,6849.49
1368,2025-07-02,Llave inglesa,1,3500,3787.94
1369,2025-07-03,Clavos (kg),5,2800,13847.56
1370,2025-07-03,Martillo,3,4500,14575.36
1371,2025-07-03,Pinza,3,2200,6618.34
1372,2025-07-03,Destornillador,2,1800,3939.57
1373,2025-07-03,Clavos (kg),5,2800,12620.53
1374,2025-07-03,Destornillador,2,1800,3722.64
1375,2025-07-03,Pinza,4,2200,9390.77
1376,2025-07-03,Pinza,5,2200,11723.25
1377,2025-07-04,Destornillador,2,1800,3257.1
1378,2025-07-04,Sierra,1,5800,5321.52
1379,2025-07-04,Martillo,2,4500,9529.59
1380,2025-07-04,Clavos (kg),1,2800,2841.98
1381,2025-07-04,Pinza,3,2200,6478.08
1382,2025-07-04,Nivel,4,4200,16574.96
1383,2025-07-04,Martillo,4,4500,18623.88
1384,2025-07-04,Clavos (kg),1,2800,2879.2
1385,2025-07-04,Tornillos (caja),1,1200,1261.43
1386,2025-07-05,Martillo,1,4500,4371.93
1387,2025-07-05,Clavos (kg),1,2800,2682.31
1388,2025-07-05,Llave inglesa,5,3500,16052.77
1389,2025-07-05,Nivel,4,4200,16447.58
1390,2025-07-05,Martillo,4,4500,16762.76
1391,2025-07-05,Pinza,2,2200,4617.14
1392,2025-07-05,Clavos (kg),3,2800,9173.03
1393,2025-07-05,Taladro,3,35000,108723.07
1394,2025-07-05,Sierra,1,5800,5862.09
1395,2025-07-05,Clavos (kg),2,2800,5178.02
1396,2025-07-05,Martillo,5,4500,22934.95
1397,2025-07-05,Clavos (kg),5,2800,15251.54
1398,2025-07-06,Pinza,3,2200,6219.49
1399,2025-07-06,Clavos (kg),2,2800,5220.27
1400,2025-07-06,Pinza,5,2200,11736.45
1401,2025-07-06,Pinza,1,2200,2059.8
1402,2025-07-06,Tornillos (caja),1,1200,1284.33
1403,2025-07-06,Clavos (kg),4,2800,11524.07
1404,2025-07-06,Destornillador,3,1800,5585.42
1405,2025-07-07,Destornillador,2,1800,3762.42
1406,2025-07-07,Nivel,3,4200,12239.99
1407,2025-07-07,Pinza,1,2200,2105.46
1408,2025-07-07,Destornillador,2,1800,3468.81
1409,2025-07-07,Nivel,3,4200,12893.18
1410,2025-07-07,Llave inglesa,5,3500,16283.38
1411,2025-07-07,Tornillos (caja),3,1200,3821.54
1412,2025-07-08,Taladro,1,35000,33692.5
1413,2025-07-08,Pinza,4,2200,8406.96
1414,2025-07-08,Sierra,2,5800,12016.63
1415,2025-07-08,Sierra,4,5800,23027.62
1416,2025-07-08,Sierra,3,5800,17354.66
1417,2025-07-08,Destornillador,2,1800,3704.8
1418,2025-07-08,Destornillador,3,1800,5787.41
1419,2025-07-08,Taladro,5,35000,164375.12
1420,2025-07-08,Destornillador,1,1800,1941.16
1421,2025-07-09,Martillo,5,4500,22855.05
1422,2025-07-09,Tornillos (caja),2,1200,2595.03
1423,2025-07-09,Clavos (kg),3,2800,8473.03
1424,2025-07-09,Clavos (kg),4,2800,11544.75
1425,2025-07-09,Taladro,3,35000,102742.47
1426,2025-07-09,Tornillos (caja),3,1200,3336.39
1427,2025-07-09,Clavos (kg),5,2800,12853.55
1428,2025-07-09,Sierra,5,5800,26161.43
1429,2025-07-09,Pinza,5,2200,11405.16
1430,2025-07-09,Clavos (kg),2,2800,5539.77
1431,2025-07-09,Taladro,5,35000,190704.91
1432,2025-07-10,Nivel,3,4200,11441.86
1433,2025-07-10,Nivel,2,4200,7665.61
1434,2025-07-10,Sierra,2,5800,10539.32
1435,2025-07-10,Pinza,5,2200,11897.0
1436,2025-07-10,Sierra,4,5800,23059.29
1437,2025-07-11,Martillo,1,4500,4932.53
1438,2025-07-11,Sierra,1,5800,6036.33
1439,2025-07-11,Clavos (kg),3,2800,8962.59
1440,2025-07-11,Llave inglesa,5,3500,17655.23
1441,2025-07-11,Taladro,4,35000,144302.91
1442,2025-07-11,Sierra,5,5800,29889.35
1443,2025-07-11,Destornillador,5,1800,8552.86
1444,2025-07-11,Pinza,5,2200,10792.85
1445,2025-07-11,Sierra,4,5800,24557.93
1446,2025-07-11,Tornillos (caja),1,1200,1200.44
1447,2025-07-12,Nivel,2,4200,7946.38
1448,2025-07-12,Clavos (kg),3,2800,7915.35
1449,2025-07-12,Taladro,2,35000,68071.12
1450,2025-07-12,Destornillador,2,1800,3538.52
1451,2025-07-12,Sierra,1,5800,5778.56
1452,2025-07-13,Nivel,2,4200,8552.53
1453,2025-07-13,Cinta métrica,1,1500,1423.1
1454,2025-07-13,Taladro,5,35000,178232.17
1455,2025-07-13,Taladro,5,35000,158871.68
1456,2025-07-13,Tornillos (caja),2,1200,2186.84
1457,2025-07-13,Llave inglesa,2,3500,7023.3
1458,2025-07-13,Cinta métrica,5,1500,8203.87
1459,2025-07-13,Martillo,3,4500,14707.59
1460,2025-07-13,Pinza,4,2200,8987.49
1461,2025-07-13,Nivel,4,4200,15693.1
1462,2025-07-14,Tornillos (caja),2,1200,2541.42
1463,2025-07-14,Taladro,5,35000,180587.71
1464,2025-07-14,Llave inglesa,2,3500,7313.86
1465,2025-07-14,Sierra,4,5800,23647.91
1466,2025-07-14,Destornillador,2,1800,3512.31
1467,2025-07-14,Taladro,1,35000,31615.94
1468,2025-07-14,Clavos (kg),5,2800,14516.23
1469,2025-07-14,Taladro,5,35000,160870.45
1470,2025-07-14,Nivel,5,4200,21419.22
1471,2025-07-15,Clavos (kg),1,2800,2572.19
1472,2025-07-15,Taladro,5,35000,176375.01
1473,2025-07-15,Martillo,4,4500,18079.36
1474,2025-07-15,Sierra,1,5800,6029.27
1475,2025-07-15,Cinta métrica,2,1500,3263.05
1476,2025-07-15,Nivel,4,4200,16297.74
1477,2025-07-15,Tornillos (caja),1,1200,1182.12
1478,2025-07-15,Llave inglesa,4,3500,14744.4
1479,2025-07-15,Destornillador,3,1800,5506.16
1480,2025-07-15,Clavos (kg),4,2800,10657.48
1481,2025-07-15,Martillo,1,4500,4570.19
1482,2025-07-16,Clavos (kg),1,2800,2730.02
1483,2025-07-16,Pinza,3,2200,6479.68
1484,2025-07-16,Destornillador,2,1800,3546.77
1485,2025-07-16,Tornillos (caja),3,1200,3428.14
1486,2025-07-17,Cinta métrica,5,1500,7298.47
1487,2025-07-17,Llave inglesa,4,3500,14713.92
1488,2025-07-17,Cinta métrica,5,1500,7925.68
1489,2025-07-17,Nivel,2,4200,8181.96
1490,2025-07-17,Clavos (kg),4,2800,10648.46
1491,2025-07-17,Llave inglesa,5,3500,16955.25
1492,2025-07-17,Cinta métrica,2,1500,3213.0
1493,2025-07-17,Destornillador,2,1800,3561.55
1494,2025-07-17,Taladro,1,35000,33001.21
1495,2025-07-17,Cinta métrica,3,1500,4770.77
1496,2025-07-17,Tornillos (caja),1,1200,1118.58
1497,2025-07-18,Destornillador,2,1800,3579.6
1498,2025-07-18,Tornillos (caja),4,1200,4404.62
1499,2025-07-18,Llave inglesa,2,3500,6819.17
1500,2025-07-19,Martillo,4,4500,19550.47
1501,2025-07-19,Cinta métrica,5,1500,7734.26
1502,2025-07-19,Llave inglesa,5,3500,15951.12
1503,2025-07-19,Taladro,4,35000,138291.22
1504,2025-07-19,Pinza,5,2200,10529.21
1505,2025-07-19,Martillo,5,4500,22547.47
1506,2025-07-19,Pinza,5,2200,10272.86
1507,2025-07-19,Martillo,3,4500,12795.99
1508,2025-07-19,Martillo,2,4500,8256.32
1509,2025-07-19,Llave inglesa,4,3500,13588.76
1510,2025-07-19,Cinta métrica,4,1500,6103.3
1511,2025-07-19,Clavos (kg),1,2800,2932.68
1512,2025-07-20,Destornillador,5,1800,8612.09
1513,2025-07-20,Clavos (kg),5,2800,13574.67
1514,2025-07-20,Llave inglesa,2,3500,7148.91
1515,2025-07-20,Pinza,4,2200,9556.3
1516,2025-07-21,Martillo,3,4500,12622.59
1517,2025-07-21,Clavos (kg),1,2800,2832.83
1518,2025-07-21,Clavos (kg),3,2800,8131.14
1519,2025-07-21,Destornillador,5,1800,9822.08
1520,2025-07-21,Clavos (kg),5,2800,13300.4
1521,2025-07-21,Nivel,4,4200,17012.25
1522,2025-07-21,Pinza,3,2200,7208.84
1523,2025-07-21,Nivel,4,4200,18132.32
1524,2025-07-21,Martillo,4,4500,16618.57
1525,2025-07-21,Destornillador,4,1800,7392.47
1526,2025-07-21,Pinza,2,2200,4664.14
1527,2025-07-21,Cinta métrica,3,1500,4514.85
1528,2025-07-22,Llave inglesa,2,3500,6702.21
1529,2025-07-22,Cinta métrica,3,1500,4118.43
1530,2025-07-22,Taladro,4,35000,134788.44
1531,2025-07-23,Tornillos (caja),3,1200,3371.6
1532,2025-07-23,Pinza,4,2200,9217.32
1533,2025-07-23,Pinza,2,2200,4728.01
1534,2025-07-23,Pinza,2,2200,4138.43
1535,2025-07-23,Pinza,5,2200,10683.26
1536,2025-07-23,Destornillador,1,1800,1951.27
1537,2025-07-24,Tornillos (caja),1,1200,1263.42
1538,2025-07-24,Clavos (kg),1,2800,2994.89
1539,2025-07-24,Sierra,5,5800,27929.42
1540,2025-07-24,Tornillos (caja),3,1200,3593.38
1541,2025-07-24,Clavos (kg),3,2800,8228.44
1542,2025-07-24,Tornillos (caja),2,1200,2185.99
1543,2025-07-24,Cinta métrica,4,1500,6527.59
1544,2025-07-24,Martillo,5,4500,21812.8
1545,2025-07-24,Taladro,4,35000,153342.2
1546,2025-07-24,Clavos (kg),4,2800,10787.06
1547,2025-07-25,Martillo,2,4500,8782.97
1548,2025-07-25,Destornillador,3,1800,5250.53
1549,2025-07-25,Llave inglesa,2,3500,7067.99
1550,2025-07-26,Llave inglesa,4,3500,15283.88
1551,2025-07-26,Sierra,3,5800,16300.02
1552,2025-07-26,Cinta métrica,2,1500,2951.46
1553,2025-07-26,Sierra,3,5800,18633.05
1554,2025-07-26,Llave inglesa,4,3500,13103.69
1555,2025-07-26,Taladro,5,35000,181510.42
1556,2025-07-27,Llave inglesa,2,3500,7077.48
1557,2025-07-27,Cinta métrica,2,1500,2787.51
1558,2025-07-27,Taladro,4,35000,148558.71
1559,2025-07-27,Taladro,4,35000,139988.74
1560,2025-07-28,Clavos (kg),3,2800,8879.36
1561,2025-07-28,Llave inglesa,3,3500,10630.49
1562,2025-07-28,Tornillos (caja),1,1200,1175.62
1563,2025-07-28,Taladro,1,35000,33008.27
1564,2025-07-28,Llave inglesa,4,3500,14949.12
1565,2025-07-28,Destornillador,4,1800,7552.21
1566,2025-07-28,Llave inglesa,3,3500,10206.64
1567,2025-07-28,Clavos (kg),3,2800,8138.16
1568,2025-07-28,Cinta métrica,1,1500,1455.33
1569,2025-07-28,Tornillos (caja),2,1200,2436.89
1570,2025-07-28,Clavos (kg),2,2800,6136.9
1571,2025-07-29,Sierra,3,5800,18002.71
1572,2025-07-29,Nivel,4,4200,18109.17
1573,2025-07-29,Cinta métrica,5,1500,7179.79
1574,2025-07-29,Taladro,2,35000,71968.13
1575,2025-07-29,Sierra,4,5800,23809.11
1576,2025-07-29,Tornillos (caja),4,1200,5134.94
1577,2025-07-29,Destornillador,1,1800,1678.32
1578,2025-07-30,Sierra,3,5800,17932.49
1579,2025-07-30,Llave inglesa,5,3500,18006.26
1580,2025-07-30,Llave inglesa,4,3500,14786.73
1581,2025-07-30,Sierra,5,5800,29121.43
1582,2025-07-30,Nivel,4,4200,15682.19
1583,2025-07-30,Martillo,2,4500,9409.99
1584,2025-07-31,Destornillador,2,1800,3360.18
1585,2025-07-31,Destornillador,1,1800,1642.97
1586,2025-07-31,Nivel,5,4200,19126.07
1587,2025-07-31,Cinta métrica,5,1500,7897.49
1588,2025-07-31,Destornillador,1,1800,1714.48
1589,2025-07-31,Taladro,1,35000,36083.83
1590,2025-07-31,Cinta métrica,3,1500,4256.42
1591,2025-08-01,Nivel,2,4200,7780.55
1592,2025-08-01,Taladro,1,35000,31746.08
1593,2025-08-01,Sierra,3,5800,18667.56
1594,2025-08-01,Nivel,5,4200,22826.4
1595,2025-08-01,Clavos (kg),4,2800,10382.66
1596,2025-08-01,Clavos (kg),2,2800,5701.73
1597,2025-08-01,Nivel,5,4200,20726.9
1598,2025-08-02,Llave inglesa,3,3500,10461.47
1599,2025-08-02,Pinza,1,2200,2174.42
1600,2025-08-02,Sierra,4,5800,22085.5
1601,2025-08-02,Llave inglesa,1,3500,3150.06
1602,2025-08-02,Taladro,3,35000,100522.01
1603,2025-08-02,Clavos (kg),1,2800,2905.15
1604,2025-08-02,Nivel,4,4200,16126.69
1605,2025-08-02,Cinta métrica,3,1500,4587.3
1606,2025-08-02,Martillo,5,4500,21931.4
1607,2025-08-02,Cinta métrica,5,1500,7405.66
1608,2025-08-02,Pinza,2,2200,4589.15
1609,2025-08-03,Cinta métrica,2,1500,2857.79
1610,2025-08-03,Cinta métrica,2,1500,3009.97
1611,2025-08-03,Tornillos (caja),3,1200,3444.97
1612,2025-08-03,Clavos (kg),3,2800,8253.68
1613,2025-08-03,Destornillador,2,1800,3338.37
1614,2025-08-03,Destornillador,4,1800,7369.53
1615,2025-08-03,Llave inglesa,5,3500,17471.99
1616,2025-08-03,Sierra,1,5800,5396.49
1617,2025-08-03,Clavos (kg),1,2800,2624.13
1618,2025-08-04,Llave inglesa,3,3500,9712.58
1619,2025-08-04,Nivel,1,4200,3975.56
1620,2025-08-04,Taladro,1,35000,34955.06
1621,2025-08-04,Sierra,4,5800,22325.72
1622,2025-08-05,Sierra,4,5800,24113.78
